Completed,Organism_s,Assay_Type_s,AvgSpotLen_l,BioProject_s,BioSample_s,Experiment_s,InsertSize_l,Instrument_s,LibraryLayout_s,LibrarySelection_s,LibrarySource_s,Library_Name_s,LoadDate_s,MBases_l,MBytes_l,Platform_s,ReleaseDate_s,Run_s,SRA_Sample_s,SRA_Study_s,Sample_Name_s,age_s,dev_stage_s,geo_loc_name_s,isolate_s,sex_s,tissue_s,Consent_s
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299167,SRX2989013,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-57-Bd2014Study,7/7/2017,7350,3074,ILLUMINA,7/7/2017,SRR5810457,SRS2340936,SRP111327,WF-57-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299168,SRX2989014,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-61-Bd2014Study,7/7/2017,7822,3258,ILLUMINA,7/7/2017,SRR5810456,SRS2340937,SRP111327,WF-61-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299165,SRX2989015,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-53-Bd2014Study,7/7/2017,7689,3249,ILLUMINA,7/7/2017,SRR5810455,SRS2340938,SRP111327,WF-53-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299166,SRX2989016,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-56-Bd2014Study,7/7/2017,8566,3520,ILLUMINA,7/7/2017,SRR5810454,SRS2340939,SRP111327,WF-56-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299172,SRX2989018,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-74-Bd2014Study,7/7/2017,8433,3527,ILLUMINA,7/7/2017,SRR5810452,SRS2340940,SRP111327,WF-74-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299171,SRX2989017,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-69-Bd2014Study,7/7/2017,6804,2849,ILLUMINA,7/7/2017,SRR5810453,SRS2340941,SRP111327,WF-69-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299169,SRX2989019,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-63-Bd2014Study,7/7/2017,11054,4362,ILLUMINA,7/7/2017,SRR5810451,SRS2340942,SRP111327,WF-63-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299173,SRX2989021,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-76-Bd2014Study,7/7/2017,9376,3889,ILLUMINA,7/7/2017,SRR5810449,SRS2340943,SRP111327,WF-76-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299170,SRX2989020,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-65-Bd2014Study,7/7/2017,8540,3530,ILLUMINA,7/7/2017,SRR5810450,SRS2340944,SRP111327,WF-65-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299174,SRX2989022,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-79-Bd2014Study,7/7/2017,9329,3777,ILLUMINA,7/7/2017,SRR5810448,SRS2340945,SRP111327,WF-79-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299164,SRX2989023,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-51-Bd2014Study,7/7/2017,8455,3394,ILLUMINA,7/7/2017,SRR5810447,SRS2340946,SRP111327,WF-51-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299163,SRX2989024,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-50-Bd2014Study,7/7/2017,9261,3794,ILLUMINA,7/7/2017,SRR5810446,SRS2340947,SRP111327,WF-50-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299162,SRX2989025,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-48-Bd2014Study,7/7/2017,7861,3293,ILLUMINA,7/7/2017,SRR5810445,SRS2340948,SRP111327,WF-48-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299160,SRX2989027,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-44-Bd2014Study,7/7/2017,8207,3417,ILLUMINA,7/7/2017,SRR5810443,SRS2340949,SRP111327,WF-44-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299159,SRX2989028,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-40-Bd2014Study,7/7/2017,10514,4143,ILLUMINA,7/7/2017,SRR5810442,SRS2340950,SRP111327,WF-40-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299158,SRX2989029,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-31-Bd2014Study,7/7/2017,1524,601,ILLUMINA,7/7/2017,SRR5810441,SRS2340951,SRP111327,WF-31-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299157,SRX2989030,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-27-Bd2014Study,7/7/2017,7409,3030,ILLUMINA,7/7/2017,SRR5810440,SRS2340952,SRP111327,WF-27-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299156,SRX2989031,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-24-Bd2014Study,7/7/2017,6404,2692,ILLUMINA,7/7/2017,SRR5810439,SRS2340953,SRP111327,WF-24-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299155,SRX2989032,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-23-Bd2014Study,7/7/2017,8103,3267,ILLUMINA,7/7/2017,SRR5810438,SRS2340954,SRP111327,WF-23-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana sylvatica,RNA-Seq,200,PRJNA392411,SAMN07299161,SRX2989026,0,Illumina HiSeq 3000,PAIRED,cDNA,TRANSCRIPTOMIC,WF-47-Bd2014Study,7/7/2017,7282,2945,ILLUMINA,7/7/2017,SRR5810444,SRS2340959,SRP111327,WF-47-Bd2014Study,,juvenile,,not applicable,not determined,ventral skin,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458277,ERX993648,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,BdP1,7/17/2015,4364,1891,ILLUMINA,7/15/2015,ERR914524,ERS754069,ERP010749,E-MTAB-3632:BdP1,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458277,ERX993648,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,BdP1,7/17/2015,4373,1893,ILLUMINA,7/15/2015,ERR914525,ERS754069,ERP010749,E-MTAB-3632:BdP1,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458277,ERX993648,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,BdP1,7/17/2015,4362,1883,ILLUMINA,7/15/2015,ERR914526,ERS754069,ERP010749,E-MTAB-3632:BdP1,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458277,ERX993648,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,BdP1,7/17/2015,4373,1888,ILLUMINA,7/15/2015,ERR914527,ERS754069,ERP010749,E-MTAB-3632:BdP1,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458277,ERX993648,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,BdP1,7/17/2015,2122,921,ILLUMINA,7/15/2015,ERR914528,ERS754069,ERP010749,E-MTAB-3632:BdP1,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458278,ERX993649,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,BdP2,7/17/2015,3387,1462,ILLUMINA,7/15/2015,ERR914529,ERS754070,ERP010749,E-MTAB-3632:BdP2,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458278,ERX993649,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,BdP2,7/17/2015,3391,1459,ILLUMINA,7/15/2015,ERR914531,ERS754070,ERP010749,E-MTAB-3632:BdP2,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458278,ERX993649,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,BdP2,7/17/2015,3404,1465,ILLUMINA,7/15/2015,ERR914532,ERS754070,ERP010749,E-MTAB-3632:BdP2,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458278,ERX993649,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,BdP2,7/17/2015,1637,708,ILLUMINA,7/15/2015,ERR914533,ERS754070,ERP010749,E-MTAB-3632:BdP2,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458278,ERX993649,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,BdP2,7/17/2015,3395,1464,ILLUMINA,7/15/2015,ERR914530,ERS754070,ERP010749,E-MTAB-3632:BdP2,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458279,ERX993650,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,BdP3,7/17/2015,2455,1061,ILLUMINA,7/15/2015,ERR914534,ERS754071,ERP010749,E-MTAB-3632:BdP3,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458279,ERX993650,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,BdP3,7/17/2015,2460,1062,ILLUMINA,7/15/2015,ERR914535,ERS754071,ERP010749,E-MTAB-3632:BdP3,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458279,ERX993650,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,BdP3,7/17/2015,2450,1055,ILLUMINA,7/15/2015,ERR914536,ERS754071,ERP010749,E-MTAB-3632:BdP3,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458279,ERX993650,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,BdP3,7/17/2015,2441,1051,ILLUMINA,7/15/2015,ERR914537,ERS754071,ERP010749,E-MTAB-3632:BdP3,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458279,ERX993650,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,BdP3,7/17/2015,1217,524,ILLUMINA,7/15/2015,ERR914538,ERS754071,ERP010749,E-MTAB-3632:BdP3,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458280,ERX993651,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,CP1,7/17/2015,2254,976,ILLUMINA,7/15/2015,ERR914539,ERS754072,ERP010749,E-MTAB-3632:CP1,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458280,ERX993651,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,CP1,7/17/2015,2261,978,ILLUMINA,7/15/2015,ERR914540,ERS754072,ERP010749,E-MTAB-3632:CP1,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458280,ERX993651,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,CP1,7/17/2015,2254,972,ILLUMINA,7/15/2015,ERR914541,ERS754072,ERP010749,E-MTAB-3632:CP1,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458280,ERX993651,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,CP1,7/17/2015,1127,489,ILLUMINA,7/15/2015,ERR914543,ERS754072,ERP010749,E-MTAB-3632:CP1,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458280,ERX993651,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,CP1,7/17/2015,2246,969,ILLUMINA,7/15/2015,ERR914542,ERS754072,ERP010749,E-MTAB-3632:CP1,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458281,ERX993652,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,CP2,7/17/2015,3162,1369,ILLUMINA,7/15/2015,ERR914544,ERS754073,ERP010749,E-MTAB-3632:CP2,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458281,ERX993652,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,CP2,7/17/2015,3174,1373,ILLUMINA,7/15/2015,ERR914545,ERS754073,ERP010749,E-MTAB-3632:CP2,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458281,ERX993652,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,CP2,7/17/2015,3167,1366,ILLUMINA,7/15/2015,ERR914546,ERS754073,ERP010749,E-MTAB-3632:CP2,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458281,ERX993652,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,CP2,7/17/2015,3164,1365,ILLUMINA,7/15/2015,ERR914547,ERS754073,ERP010749,E-MTAB-3632:CP2,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458281,ERX993652,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,CP2,7/17/2015,1545,669,ILLUMINA,7/15/2015,ERR914548,ERS754073,ERP010749,E-MTAB-3632:CP2,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458282,ERX993653,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,CP3,7/17/2015,3117,1362,ILLUMINA,7/15/2015,ERR914549,ERS754074,ERP010749,E-MTAB-3632:CP3,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458282,ERX993653,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,CP3,7/17/2015,3126,1364,ILLUMINA,7/15/2015,ERR914550,ERS754074,ERP010749,E-MTAB-3632:CP3,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458282,ERX993653,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,CP3,7/17/2015,3118,1356,ILLUMINA,7/15/2015,ERR914551,ERS754074,ERP010749,E-MTAB-3632:CP3,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458282,ERX993653,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,CP3,7/17/2015,1494,653,ILLUMINA,7/15/2015,ERR914553,ERS754074,ERP010749,E-MTAB-3632:CP3,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458282,ERX993653,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,CP3,7/17/2015,3125,1361,ILLUMINA,7/15/2015,ERR914552,ERS754074,ERP010749,E-MTAB-3632:CP3,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458283,ERX993654,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,RP1,7/17/2015,3266,1416,ILLUMINA,7/15/2015,ERR914555,ERS754075,ERP010749,E-MTAB-3632:RP1,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458283,ERX993654,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,RP1,7/17/2015,3265,1411,ILLUMINA,7/15/2015,ERR914556,ERS754075,ERP010749,E-MTAB-3632:RP1,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458283,ERX993654,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,RP1,7/17/2015,3258,1413,ILLUMINA,7/15/2015,ERR914554,ERS754075,ERP010749,E-MTAB-3632:RP1,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458283,ERX993654,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,RP1,7/17/2015,3266,1412,ILLUMINA,7/15/2015,ERR914557,ERS754075,ERP010749,E-MTAB-3632:RP1,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458283,ERX993654,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,RP1,7/17/2015,1581,686,ILLUMINA,7/15/2015,ERR914558,ERS754075,ERP010749,E-MTAB-3632:RP1,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458284,ERX993655,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,RP2,7/17/2015,2891,1252,ILLUMINA,7/15/2015,ERR914559,ERS754076,ERP010749,E-MTAB-3632:RP2,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458284,ERX993655,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,RP2,7/17/2015,2898,1254,ILLUMINA,7/15/2015,ERR914560,ERS754076,ERP010749,E-MTAB-3632:RP2,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458284,ERX993655,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,RP2,7/17/2015,2888,1246,ILLUMINA,7/15/2015,ERR914561,ERS754076,ERP010749,E-MTAB-3632:RP2,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458284,ERX993655,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,RP2,7/17/2015,2883,1244,ILLUMINA,7/15/2015,ERR914562,ERS754076,ERP010749,E-MTAB-3632:RP2,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458284,ERX993655,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,RP2,7/17/2015,1437,624,ILLUMINA,7/15/2015,ERR914563,ERS754076,ERP010749,E-MTAB-3632:RP2,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458285,ERX993656,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,RP3,7/17/2015,2452,1064,ILLUMINA,7/15/2015,ERR914564,ERS754077,ERP010749,E-MTAB-3632:RP3,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458285,ERX993656,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,RP3,7/17/2015,2428,1053,ILLUMINA,7/15/2015,ERR914565,ERS754077,ERP010749,E-MTAB-3632:RP3,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458285,ERX993656,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,RP3,7/17/2015,2475,1070,ILLUMINA,7/15/2015,ERR914566,ERS754077,ERP010749,E-MTAB-3632:RP3,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458285,ERX993656,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,RP3,7/17/2015,2483,1074,ILLUMINA,7/15/2015,ERR914567,ERS754077,ERP010749,E-MTAB-3632:RP3,,,,,,,public
No,Rana temporaria,RNA-Seq,200,PRJEB9622,SAMEA3458285,ERX993656,236,Illumina HiSeq 2500,PAIRED,other,TRANSCRIPTOMIC,RP3,7/17/2015,1327,577,ILLUMINA,7/15/2015,ERR914568,ERS754077,ERP010749,E-MTAB-3632:RP3,,,,,,,public
No,Rana yavapaiensis,RNA-Seq,606,PRJNA232044,SAMN02463986,SRX467342,0,454 GS FLX,SINGLE,cDNA,TRANSCRIPTOMIC,Liya_spleen,2/7/2014,194,431,LS454,6/18/2014,SRR1164985,SRS555008,SRP036855,Rana yavapaiensis normalized spleen,,,"Arizona, USA",spleen,,,public
No,Rana yavapaiensis,RNA-Seq,566,PRJNA237609,SAMN02630764,SRX648196,0,454 GS FLX,SINGLE,cDNA,TRANSCRIPTOMIC,,7/8/2014,223,507,LS454,7/9/2014,SRR1509371,SRS655456,SRP044167,Rana yavapaiensis normalized skin,adult,,,,not determined,skin,public
Yes,Rhacophorus dennysi,RNA-Seq,200,PRJNA299518,SAMN04209387,SRX1720195,125,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,,4/22/2016,6574,4372,ILLUMINA,4/25/2016,SRR3418418,SRS1407983,SRP065144,RdS,not collected,not collected,,,pooled male and female,skin,public
No,Rhacophorus omeimontis,RNA-Seq,200,PRJNA299518,SAMN04209386,SRX1368943,125,Illumina HiSeq 2000,PAIRED,PCR,TRANSCRIPTOMIC,,10/27/2015,40183,24802,ILLUMINA,4/25/2016,SRR2768939,SRS1129439,SRP065144,RoS,not collected,not collected,,,pooled male and female,skin,public
Yes,Rhinella marina,RNA-Seq,202,PRJEB9695,SAMEA3467953,ERX1007584,101,Illumina HiSeq 2000,PAIRED,unspecified,TRANSCRIPTOMIC,unspecified,10/9/2015,5343,3297,ILLUMINA,7/1/2015,ERR928313,ERS763564,ERP010831,1,,,,,,,public
Yes,Rhinella marina,RNA-Seq,516,PRJNA301468,SAMN04247393,SRX1423018,0,454 GS FLX Titanium,SINGLE,cDNA,TRANSCRIPTOMIC,Bufo_marinus001,11/6/2015,405,954,LS454,4/18/2016,SRR2911054,SRS1155441,SRP065908,BufoMarinus001,,adult,,captive bred,pooled male and female,"Skin, Liver, and Spleen",public
Yes,Rhinella marina,RNA-Seq,252,PRJNA382870,SAMN06756328,SRX2735689,0,Illumina HiSeq 1500,PAIRED,size fractionation,TRANSCRIPTOMIC,AR05,4/14/2017,49322,16957,ILLUMINA,5/12/2017,SRR5446723,SRS2123057,SRP103890,AR05,,adult,"Brazil: Macapa city, Ampa state",not applicable,male,testes,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA382870,SAMN06756327,SRX2735690,0,Illumina HiSeq 1500,PAIRED,size fractionation,TRANSCRIPTOMIC,AR19,4/14/2017,52162,18118,ILLUMINA,5/12/2017,SRR5446724,SRS2123058,SRP103890,AR19,,adult,"Brazil: Macapa city, Ampa state",not applicable,female,ovary,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA382870,SAMN06756326,SRX2735691,0,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,T10,4/14/2017,3082,1545,ILLUMINA,5/12/2017,SRR5446725,SRS2123059,SRP103890,T10,,tadpole,"Australia: Innisfail, QLD",not applicable,pooled male and female,whole organism,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA382870,SAMN06756324,SRX2735693,0,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,T4,4/14/2017,2946,1492,ILLUMINA,5/12/2017,SRR5446727,SRS2123060,SRP103890,T4,,tadpole,"Australia: Oombulgurri, WA",not applicable,pooled male and female,whole organism,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA382870,SAMN06756325,SRX2735692,0,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,T7,4/14/2017,2787,1428,ILLUMINA,5/12/2017,SRR5446726,SRS2123061,SRP103890,T7,,tadpole,"Australia: Innisfail, QLD",not applicable,pooled male and female,whole organism,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA382870,SAMN06756323,SRX2735694,0,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,T1,4/14/2017,3175,1618,ILLUMINA,5/12/2017,SRR5446728,SRS2123062,SRP103890,T1,,tadpole,"Australia: Oombulgurri, WA",not applicable,pooled male and female,whole organism,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA382870,SAMN06756321,SRX2735696,0,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,S18,4/14/2017,2962,1533,ILLUMINA,5/12/2017,SRR5446730,SRS2123063,SRP103890,S18,,adult,"Australia: Durack, WA",not applicable,female,whole spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA382870,SAMN06756322,SRX2735695,0,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,S19,4/14/2017,2836,1461,ILLUMINA,5/12/2017,SRR5446729,SRS2123064,SRP103890,S19,,adult,"Australia: Durack, WA",not applicable,female,whole spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA382870,SAMN06756320,SRX2735697,0,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,S2,4/14/2017,2999,1543,ILLUMINA,5/12/2017,SRR5446731,SRS2123065,SRP103890,S2,,adult,"Australia: Gordonvale, QLD",not applicable,female,whole spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA382870,SAMN06756319,SRX2735698,0,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,S1,4/14/2017,2858,1448,ILLUMINA,5/12/2017,SRR5446732,SRS2123066,SRP103890,S1,,adult,"Australia: Gordonvale, QLD",not applicable,female,whole spleen,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA382870,SAMN06756318,SRX2735699,0,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,B32,4/14/2017,2680,1379,ILLUMINA,5/12/2017,SRR5446733,SRS2123067,SRP103890,B32,,adult,"Australia: Gordonvale, QLD",not applicable,female,whole brain,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA382870,SAMN06756317,SRX2735700,0,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,B31,4/14/2017,2982,1502,ILLUMINA,5/12/2017,SRR5446734,SRS2123068,SRP103890,B31,,adult,"Australia: Gordonvale, QLD",not applicable,female,whole brain,public
Yes,Rhinella marina,RNA-Seq,252,PRJNA382870,SAMN06756316,SRX2735701,0,Illumina HiSeq 2500,PAIRED,size fractionation,TRANSCRIPTOMIC,B20,4/14/2017,3331,1671,ILLUMINA,5/12/2017,SRR5446735,SRS2123069,SRP103890,B20,,adult,"Australia: Durack, WA",not applicable,female,whole brain,public
